ID,Pred
2018_1104_1112,0.4791551305418296
2018_1104_1113,0.6010609528108398
2018_1104_1116,0.4620166246844251
2018_1104_1120,0.4068112180038615
2018_1104_1137,0.8385459731309534
2018_1104_1138,0.596242384625539
2018_1104_1139,0.23958884362991661
2018_1104_1153,0.1603829730073384
2018_1104_1155,0.28277878581926535
2018_1104_1158,0.9058202230381087
2018_1104_1166,0.4999009209848124
2018_1104_1168,0.9361960410398333
2018_1104_1172,0.6308235240582916
2018_1104_1181,0.0904035163242626
2018_1104_1196,0.33485735087900775
2018_1104_1199,0.3685744484350906
2018_1104_1209,0.8664790063531249
2018_1104_1211,0.2783966505706134
2018_1104_1222,0.3974263586026878
2018_1104_1233,0.9268166057456526
2018_1104_1242,0.18566038424886475
2018_1104_1243,0.4034471934255089
2018_1104_1246,0.26495217898515444
2018_1104_1252,0.926724356195269
2018_1104_1254,0.9956632850983865
2018_1104_1260,0.3911570511918034
2018_1104_1267,0.8677974153585659
2018_1104_1274,0.5625303914689754
2018_1104_1276,0.134359032367129
2018_1104_1277,0.2096266791097183
2018_1104_1281,0.5752275524533664
2018_1104_1285,0.6641316589613747
2018_1104_1293,0.7048901813754859
2018_1104_1300,0.9989743319535814
2018_1104_1301,0.5200471349593905
2018_1104_1305,0.4527959690390237
2018_1104_1308,0.5615415047802536
2018_1104_1314,0.17655130421418644
2018_1104_1326,0.2809118862331462
2018_1104_1328,0.44384018264720865
2018_1104_1335,0.9064774292316445
2018_1104_1344,0.4803926356103163
2018_1104_1345,0.17778837808387876
2018_1104_1347,0.9323717653515587
2018_1104_1348,0.5480585302389673
2018_1104_1355,0.6800532321713334
2018_1104_1361,0.5144703273005949
2018_1104_1371,0.3392833009990843
2018_1104_1372,0.8839235911993435
2018_1104_1382,0.616420511638704
2018_1104_1393,0.33927271995147174
2018_1104_1395,0.4491382388344118
2018_1104_1397,0.1991224248624901
2018_1104_1400,0.36931077986906846
2018_1104_1401,0.3434997623836284
2018_1104_1403,0.2468228358570153
2018_1104_1411,0.9882824208636828
2018_1104_1417,0.5785522081453632
2018_1104_1420,0.915370237521224
2018_1104_1422,0.8062264083950438
2018_1104_1437,0.029734328152719237
2018_1104_1438,0.05965351188871593
2018_1104_1439,0.568224848486561
2018_1104_1452,0.18000418281687292
2018_1104_1455,0.5394762959714762
2018_1104_1460,0.9039990056428553
2018_1104_1462,0.33668438380738414
2018_1112_1113,0.6212134613474848
2018_1112_1116,0.48315324091028544
2018_1112_1120,0.4274288344151848
2018_1112_1137,0.849701679318619
2018_1112_1138,0.6164829917729711
2018_1112_1139,0.2553801216254912
2018_1112_1153,0.1721355620075848
2018_1112_1155,0.300292545569315
2018_1112_1158,0.9128109154217809
2018_1112_1166,0.5210919541884272
2018_1112_1168,0.9410786874489301
2018_1112_1172,0.6503471728278966
2018_1112_1181,0.09762437327113489
2018_1112_1196,0.3540045544610075
2018_1112_1199,0.38852344680564826
2018_1112_1209,0.8759901001220243
2018_1112_1211,0.2957509207890676
2018_1112_1222,0.4179034265803627
2018_1112_1233,0.9323651658817581
2018_1112_1242,0.198826625677219
2018_1112_1243,0.424016186833859
2018_1112_1246,0.2817956498077253
2018_1112_1252,0.9322793993892752
2018_1112_1254,0.9960145285654259
2018_1112_1260,0.4115317075472408
2018_1112_1267,0.877227901741176
2018_1112_1274,0.5832798402237023
2018_1112_1276,0.14453290366007693
2018_1112_1277,0.22402495108861328
2018_1112_1281,0.5958074877690499
2018_1112_1285,0.6827796189059773
2018_1112_1293,0.7222216707160986
2018_1112_1300,0.9990576576761458
2018_1112_1301,0.5411680356739564
2018_1112_1305,0.47388232370519473
2018_1112_1308,0.5823030296712611
2018_1112_1314,0.18922166918277444
2018_1112_1326,0.29835811975501947
2018_1112_1328,0.46486377982117305
2018_1112_1335,0.9134240016098011
2018_1112_1344,0.5015861278022036
2018_1112_1345,0.19052698120780603
2018_1112_1347,0.9375275384222318
2018_1112_1348,0.5689684360997942
2018_1112_1355,0.6982188857749023
2018_1112_1361,0.5356174965677248
2018_1112_1371,0.3585471594845926
2018_1112_1372,0.8923464432038956
2018_1112_1382,0.6362666608768998
2018_1112_1393,0.35853630367257855
2018_1112_1395,0.47020062332141954
2018_1112_1397,0.21299363901293747
2018_1112_1400,0.38927506207708784
2018_1112_1401,0.3628715414270815
2018_1112_1403,0.26292604614167536
2018_1112_1411,0.9892249931911523
2018_1112_1417,0.5990833322964787
2018_1112_1420,0.921713324952553
2018_1112_1422,0.8191335783230822
2018_1112_1437,0.032281295206912294
2018_1112_1438,0.06459266907084507
2018_1112_1439,0.5889015891729014
2018_1112_1452,0.19286430844106378
2018_1112_1455,0.5604648278955686
2018_1112_1460,0.9111116161120738
2018_1112_1462,0.3558801614423056
2018_1113_1116,0.3631240695912255
2018_1113_1120,0.3128632839165813
2018_1113_1137,0.7751887616146372
2018_1113_1138,0.49505741568117234
2018_1113_1139,0.1729963668382026
2018_1113_1153,0.11254698037952866
2018_1113_1155,0.20745695960613836
2018_1113_1158,0.8645997955268782
2018_1113_1166,0.3989121615837722
2018_1113_1168,0.9069040642867566
2018_1113_1172,0.531495206871488
2018_1113_1181,0.0619008678682668
2018_1113_1196,0.25050882001652164
2018_1113_1199,0.27929912488720654
2018_1113_1209,0.8116207022758571
2018_1113_1211,0.20391021044939855
2018_1113_1222,0.3045330768079887
2018_1113_1233,0.8937074848948175
2018_1113_1242,0.13146560843981703
2018_1113_1243,0.30987031189882713
2018_1113_1246,0.19310028567399143
2018_1113_1252,0.8935782926554605
2018_1113_1254,0.9934822598438069
2018_1113_1260,0.29900201056144604
2018_1113_1267,0.8133641158964542
2018_1113_1274,0.46054082846016653
2018_1113_1276,0.09342132416085776
2018_1113_1277,0.14972231018641163
2018_1113_1281,0.4734272060056109
2018_1113_1285,0.5676225292590356
2018_1113_1293,0.6132729480336643
2018_1113_1300,0.9984559194980848
2018_1113_1301,0.41839344160430775
2018_1113_1305,0.3545762590939602
2018_1113_1308,0.45954289537969456
2018_1113_1314,0.12460862427812232
2018_1113_1326,0.20594454498809084
2018_1113_1328,0.3463335991558005
2018_1113_1335,0.8655019363987548
2018_1113_1344,0.3803475744040823
2018_1113_1345,0.1255372282108692
2018_1113_1347,0.9015087948073476
2018_1113_1348,0.4460176981754407
2018_1113_1355,0.5852620767800629
2018_1113_1361,0.4129687724736181
2018_1113_1371,0.25424605131731126
2018_1113_1372,0.834866616263586
2018_1113_1382,0.5161890876653469
2018_1113_1393,0.25423710181395065
2018_1113_1395,0.35120272454975787
2018_1113_1397,0.1416817295079596
2018_1113_1400,0.2799361745306207
2018_1113_1401,0.25781808331016814
2018_1113_1403,0.1786921996402344
2018_1113_1411,0.9824548148037686
2018_1113_1417,0.47682396136769295
2018_1113_1420,0.8777656018715962
2018_1113_1422,0.7342065067962241
2018_1113_1437,0.019940289236235326
2018_1113_1438,0.040415038426325524
2018_1113_1439,0.46630333340830205
2018_1113_1452,0.12720256653537046
2018_1113_1455,0.4374865708950236
2018_1113_1460,0.8621028183975933
2018_1113_1462,0.25205003025671086
2018_1116_1120,0.44417993796494354
2018_1116_1137,0.8581973231031229
2018_1116_1138,0.6324591411903001
2018_1116_1139,0.2685510533017946
2018_1116_1153,0.182062969771251
2018_1116_1155,0.3148005259936399
2018_1116_1158,0.918083203971075
2018_1116_1166,0.5380642778177702
2018_1116_1168,0.9447451062778406
2018_1116_1172,0.6656776629357317
2018_1116_1181,0.10379333134323772
2018_1116_1196,0.3697362865578912
2018_1116_1199,0.4048278615454066
2018_1116_1209,0.8832040382602666
2018_1116_1211,0.3101367371514516
2018_1116_1222,0.43456455269483674
2018_1116_1233,0.9365372252936173
2018_1116_1242,0.20990306839388687
2018_1116_1243,0.44073649602165627
2018_1116_1246,0.29578776080989433
2018_1116_1252,0.9364563887481522
2018_1116_1254,0.9962760542837414
2018_1116_1260,0.4281256399337837
2018_1116_1267,0.8843793380746338
2018_1116_1274,0.599741110328998
2018_1116_1276,0.15316292716531305
2018_1116_1277,0.23609150121831243
2018_1116_1281,0.6121029909846699
2018_1116_1285,0.697349862511351
