ID,Pred
2015_1107_1112,0.003044974677244432
2015_1107_1116,0.07542832817335804
2015_1107_1124,0.028149289534476256
2015_1107_1125,0.5015551338845582
2015_1107_1129,0.0888462746514322
2015_1107_1138,0.11156392919308997
2015_1107_1139,0.026927233349703497
2015_1107_1140,0.04828395753298246
2015_1107_1153,0.10425449878271796
2015_1107_1157,0.5689524602379235
2015_1107_1172,0.06760494648961053
2015_1107_1173,0.06027242821434772
2015_1107_1181,0.002014380423072141
2015_1107_1186,0.5228977173607794
2015_1107_1207,0.04084225280906048
2015_1107_1208,0.04419569369012752
2015_1107_1209,0.13726092963191625
2015_1107_1211,0.009816644133229836
2015_1107_1214,0.9102382411636898
2015_1107_1217,0.13500287559641866
2015_1107_1231,0.11209932168310496
2015_1107_1234,0.0328806731136905
2015_1107_1235,0.02629071817092321
2015_1107_1242,0.010991209570729356
2015_1107_1246,0.0007378302309393344
2015_1107_1248,0.73439863763356
2015_1107_1257,0.0225032540606247
2015_1107_1261,0.1042485553108408
2015_1107_1264,0.5947886761003379
2015_1107_1268,0.07412396540286037
2015_1107_1277,0.016665340626151128
2015_1107_1279,0.07218069366315089
2015_1107_1295,0.550202916756798
2015_1107_1301,0.05426880693536865
2015_1107_1308,0.3391241823758816
2015_1107_1314,0.010732863963871058
2015_1107_1316,0.5833534909615956
2015_1107_1318,0.3645178411194389
2015_1107_1320,0.039353817986542736
2015_1107_1323,0.017394041357773653
2015_1107_1326,0.02051392980976566
2015_1107_1328,0.020272753391927703
2015_1107_1329,0.061175478811849426
2015_1107_1332,0.06777681644630341
2015_1107_1344,0.044452547074660516
2015_1107_1345,0.0878913934542948
2015_1107_1352,0.6717782692956433
2015_1107_1361,0.053654362196946116
2015_1107_1372,0.11617391289294728
2015_1107_1374,0.07084241906758264
2015_1107_1385,0.0642192826662022
2015_1107_1400,0.022025828801944803
2015_1107_1411,0.7312026469255046
2015_1107_1412,0.4144004192925173
2015_1107_1414,0.27402453435882795
2015_1107_1417,0.03841485270529155
2015_1107_1428,0.007266211309343312
2015_1107_1433,0.04282983349703845
2015_1107_1434,0.131345320097869
2015_1107_1437,0.004451721143039009
2015_1107_1438,0.004109305877126115
2015_1107_1452,0.03730989028417118
2015_1107_1455,0.01667007570056869
2015_1107_1458,0.0019379693544785226
2015_1107_1459,0.2703572264439491
2015_1107_1461,0.38478382848519505
2015_1107_1462,0.035736552664110764
2015_1112_1116,0.9639131113867716
2015_1112_1124,0.9046107740120972
2015_1112_1125,0.996973869358106
2015_1112_1129,0.9696287024936242
2015_1112_1138,0.9762550571602909
2015_1112_1139,0.9005990532711862
2015_1112_1140,0.9432165970908288
2015_1112_1153,0.9744291279582932
2015_1112_1157,0.997691388444928
2015_1112_1172,0.9595789446793744
2015_1112_1173,0.9545446526804398
2015_1112_1181,0.39790355603257016
2015_1112_1186,0.9972209804249552
2015_1112_1207,0.9330729907103048
2015_1112_1208,0.9380394074915209
2015_1112_1209,0.9811643870725572
2015_1112_1211,0.7644815089379767
2015_1112_1214,0.9996988998712618
2015_1112_1217,0.9808062289395276
2015_1112_1231,0.9763796901385252
2015_1112_1234,0.9175702230577384
2015_1112_1235,0.8983772262121368
2015_1112_1242,0.7844198816186989
2015_1112_1246,0.19468674938204486
2015_1112_1248,0.9988966217199506
2015_1112_1257,0.8828690323476349
2015_1112_1261,0.9744275420406852
2015_1112_1264,0.997923549398349
2015_1112_1268,0.9632515223343344
2015_1112_1277,0.8473027491281175
2015_1112_1279,0.962223328783626
2015_1112_1295,0.9975093301502422
2015_1112_1301,0.9494639415734016
2015_1112_1308,0.9940831675458672
2015_1112_1314,0.7803256735834365
2015_1112_1316,0.9978233177025788
2015_1112_1318,0.9947035643823029
2015_1112_1320,0.9306170079483856
2015_1112_1323,0.8528509440819718
2015_1112_1326,0.8727277723056893
2015_1112_1328,0.8713807789277888
2015_1112_1329,0.9552267151895286
2015_1112_1332,0.9596844452830596
2015_1112_1344,0.9383909023770453
2015_1112_1345,0.9692776897378278
2015_1112_1352,0.9985099555307084
2015_1112_1361,0.9488832784594524
2015_1112_1372,0.9772915346039072
2015_1112_1374,0.9614838016650512
2015_1112_1385,0.9573908035902664
2015_1112_1400,0.8805818579689587
2015_1112_1411,0.9988784843402876
2015_1112_1412,0.9957025026246856
2015_1112_1414,0.9919732835470492
2015_1112_1417,0.9289770040182266
2015_1112_1428,0.7055756067679589
2015_1112_1433,0.9361041862218756
2015_1112_1434,0.9802005577532814
2015_1112_1437,0.5941664485741899
2015_1112_1438,0.5746468317266585
2015_1112_1452,0.9269493643034756
2015_1112_1455,0.847340123756229
2015_1112_1458,0.388658296862512
2015_1112_1459,0.9918245324363512
2015_1112_1461,0.9951403975924148
2015_1112_1462,0.9238629493719838
2015_1116_1124,0.26201151382279964
2015_1116_1125,0.9250038324705124
2015_1116_1129,0.5444662903112606
2015_1116_1138,0.6061781814676961
2015_1116_1139,0.2532827045522965
2015_1116_1140,0.3834271029655084
2015_1116_1153,0.5879068236578989
2015_1116_1157,0.9417896518744064
2015_1116_1172,0.4705503418920489
2015_1116_1173,0.44014466873087216
2015_1116_1181,0.024143817256723384
2015_1116_1186,0.9307195535056192
2015_1116_1207,0.34294490035359937
2015_1116_1208,0.36174796081638255
2015_1116_1209,0.6610354028483557
2015_1116_1211,0.1083535220247944
2015_1116_1214,0.9920190720576134
2015_1116_1217,0.6567197523612418
2015_1116_1231,0.6074642484959258
2015_1116_1234,0.2941534001793744
2015_1116_1235,0.2486628519690645
2015_1116_1242,0.1198905444701294
2015_1116_1246,0.008969473275505544
2015_1116_1248,0.9713406016045558
2015_1116_1257,0.2200809452454205
2015_1116_1261,0.5878914038819085
2015_1116_1264,0.9473467775804264
2015_1116_1268,0.4952848544032081
2015_1116_1277,0.17200578673106448
2015_1116_1279,0.4881212158946284
2015_1116_1295,0.937475427496345
2015_1116_1301,0.412929397577976
2015_1116_1308,0.8628233801643309
2015_1116_1314,0.11737632888936407
2015_1116_1316,0.9449398725422924
2015_1116_1318,0.8754828160076025
2015_1116_1320,0.3342838590868962
2015_1116_1323,0.17829526275864005
2015_1116_1326,0.2042754841224476
2015_1116_1328,0.20232012887795225
2015_1116_1329,0.4440498417089608
2015_1116_1332,0.4712288818286776
2015_1116_1344,0.3631491504087062
2015_1116_1345,0.5415249159632284
2015_1116_1352,0.9616678169268198
2015_1116_1361,0.4100146577475365
2015_1116_1372,0.6170317327508983
2015_1116_1374,0.4830864368033768
2015_1116_1385,0.4568730952730182
2015_1116_1400,0.21633946806287266
2015_1116_1411,0.9708827009257154
2015_1116_1412,0.8966307657844774
2015_1116_1414,0.8222756223735139
2015_1116_1417,0.3287158916301509
2015_1116_1428,0.08233113896418841
2015_1116_1433,0.3542050692843163
2015_1116_1434,0.649541522004651
2015_1116_1437,0.05196295528719965
2015_1116_1438,0.04814281662888772
2015_1116_1452,0.3220574063065319
